RA,Dec,z_helio,z_err,M*,M*_err,mass_bin,Probability
44.63527929999999,34.1042518,0.0447890009999999,0.0344779999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
44.1769116,34.0960338,0.063658997,0.0351006999999999,6000000000.0,0.7,3.0,5.157963282666464e-05
44.412436,34.3454598,0.0522690009999999,0.0347249,5000000000.0,0.7,3.0,5.3012305173910116e-05
44.1637863,34.1314277,0.098168999,0.0362396,7000000000.0,0.6,3.0,5.040315499127116e-05
44.1455952,34.283851299999995,0.078704,0.0355971999999999,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.2200082,34.238949100000006,0.083036996,0.0357402,4000000000.0,0.4,3.0,5.482280119476374e-05
44.2952658,34.325210799999994,0.037238002,0.0342289,2000000000.0,0.3,3.0,6.0603813519280345e-05
44.379397,34.2384854,0.033787999,0.034115,400000000.0,0.07,2.0,6.111263209577013e-05
43.8914803,34.1723992,0.0518789999999999,0.034712,3000000000.0,0.4,3.0,5.7228581392301396e-05
43.8822874,34.1581209,0.045086,0.0344878,2000000000.0,0.4,3.0,6.0603813519280345e-05
44.303617,34.557041600000005,0.095514998,0.036152,20000000000.0,1.0,4.0,4.322172736416762e-05
44.3528737,34.3828399,0.090005003,0.0359702,10000000000.0,1.0,3.0,4.780434491432291e-05
44.354014500000005,34.4823379,0.096299998,0.0361779,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.5815586,34.64396729999999,0.0920159969999999,0.0360365,8000000000.0,0.7,3.0,4.941015314465005e-05
44.632657,34.4215236,0.045485001,0.034501,3000000000.0,0.5,3.0,5.7228581392301396e-05
44.6104596,34.531682399999994,0.061859,0.0350413,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.76808870000001,34.5642301,0.045745,0.0345096,1000000000.0,0.2,2.0,6.440014579178909e-05
44.4912618,34.5055638,0.029289,0.0339665,300000000.0,0.08,2.0,5.9155912001567235e-05
44.6484512,34.4285756,0.048958998,0.0346156,2000000000.0,0.3,3.0,6.0603813519280345e-05
44.4727201,34.4627725,0.065223001,0.0351524,1000000000.0,0.1,2.0,6.440014579178909e-05
44.54083370000001,34.804393100000006,0.061152998,0.035018,20000000000.0,2.0,4.0,4.322172736416762e-05
44.46009829999999,34.7649539,0.090200998,0.0359766,20000000000.0,2.0,4.0,4.322172736416762e-05
44.62094129999999,34.8841158,0.080507003,0.0356566999999999,10000000000.0,0.9,3.0,4.780434491432291e-05
44.4699676,34.8546626,0.090498999,0.0359865,8000000000.0,0.7,3.0,4.941015314465005e-05
44.66100479999999,34.7239875,0.091289997,0.0360126,5000000000.0,0.5,3.0,5.3012305173910116e-05
44.7043893,34.707845899999995,0.0836799959999999,0.0357614,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.5734649,34.7649657,0.093460999,0.0360842,5000000000.0,0.4,3.0,5.3012305173910116e-05
44.6987798,34.7178498,0.0268339999999999,0.0338855,200000000.0,0.06,2.0,5.631695484943611e-05
44.5278164,34.747370000000004,0.073247999,0.0354171999999999,1000000000.0,0.1,2.0,6.440014579178909e-05
44.34053660000001,34.975998,0.095578998,0.0361541,40000000000.0,3.0,4.0,3.9189834982676744e-05
44.2615701,34.8967235,0.094132997,0.0361064,10000000000.0,1.0,3.0,4.780434491432291e-05
44.4091853,34.87528,0.049648002,0.0346384,2000000000.0,0.3,3.0,6.0603813519280345e-05
44.3608047,34.7227101,0.032195002,0.0340624,1000000000.0,0.1,2.0,6.440014579178909e-05
44.4175649,34.9804781,0.094994999,0.0361348,10000000000.0,1.0,3.0,4.780434491432291e-05
44.7335846,35.0839423,0.0995,0.0362834999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
44.7082982,35.0010834,0.098920003,0.0362644,11000000000.0,0.9,4.0,4.7138529185448596e-05
44.5779896,35.1373027,0.099638999,0.0362881,10000000000.0,1.0,3.0,4.780434491432291e-05
44.5052604,35.26649329999999,0.027048999,0.0338926,1000000000.0,0.3,2.0,6.440014579178909e-05
44.44368370000001,35.1806787,0.099859998,0.0362954,6000000000.0,0.5,3.0,5.157963282666464e-05
44.5251459,35.2514169,0.055610999,0.0348352,3000000000.0,0.4,3.0,5.7228581392301396e-05
44.7432326,35.2420331,0.077528998,0.0355585,20000000000.0,2.0,4.0,4.322172736416762e-05
44.5000248,35.1819744,0.055845,0.0348429,1000000000.0,0.1,2.0,6.440014579178909e-05
44.46109570000001,35.4811783,0.066629998,0.0351988,7000000000.0,0.8,3.0,5.040315499127116e-05
44.6817474,35.3607889,0.0579640009999999,0.0349128,4000000000.0,0.5,3.0,5.482280119476374e-05
44.6495729,35.3248739,0.070825003,0.0353372,5000000000.0,0.6,3.0,5.3012305173910116e-05
44.7327051,35.3572518,0.087525003,0.0358883,5000000000.0,0.5,3.0,5.3012305173910116e-05
44.471943,35.3490011,0.047538999,0.0345688,1000000000.0,0.2,2.0,6.440014579178909e-05
44.5678735,35.4556324,0.089778997,0.0359626999999999,4000000000.0,0.4,3.0,5.482280119476374e-05
43.5953708,26.8836372,0.048023999,0.0345848,600000000.0,0.09,2.0,6.346121582842368e-05
44.1718595,27.9278393,0.056249999,0.0348562,10000000000.0,1.0,3.0,4.780434491432291e-05
44.5862318,26.7478311,0.085015997,0.0358055,10000000000.0,1.0,3.0,4.780434491432291e-05
44.6206352,26.5476714,0.090772003,0.0359955,10000000000.0,0.9,3.0,4.780434491432291e-05
44.5061708,26.7047999,0.090089001,0.0359729,7000000000.0,0.6,3.0,5.040315499127116e-05
44.7834987,26.6937609,0.059478998,0.0349628,6000000000.0,0.8,3.0,5.157963282666464e-05
44.5490641,26.6378439,0.074865997,0.0354706,7000000000.0,0.7,3.0,5.040315499127116e-05
44.7254713,26.5171727,0.085651003,0.0358265,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.4082733,26.7491591,0.098329999,0.0362449,10000000000.0,0.8,3.0,4.780434491432291e-05
44.0170385,26.756086199999995,0.085299999,0.0358149,20000000000.0,2.0,4.0,4.322172736416762e-05
43.852408,26.7191605,0.0895600019999999,0.0359555,10000000000.0,1.0,3.0,4.780434491432291e-05
43.9992237,26.7817684,0.080000997,0.03564,9000000000.0,0.9,3.0,4.855426858587597e-05
44.105743,26.7386742,0.0952280009999999,0.0361425,20000000000.0,1.0,4.0,4.322172736416762e-05
43.8694239,26.5300458,0.037854001,0.0342491999999999,2000000000.0,0.3,3.0,6.0603813519280345e-05
43.8749693,26.5521823,0.060394999,0.034993,7000000000.0,0.8,3.0,5.040315499127116e-05
43.8720906,26.5656436,0.048581999,0.0346032,10000000000.0,1.0,3.0,4.780434491432291e-05
43.9509873,26.5558783,0.098182999,0.0362399999999999,5000000000.0,0.5,3.0,5.3012305173910116e-05
43.9212738,26.6591646,0.025999,0.033858,300000000.0,0.07,2.0,5.9155912001567235e-05
43.5124885,26.6994168,0.093719997,0.0360928,5000000000.0,0.5,3.0,5.3012305173910116e-05
43.6147717,26.9616411,0.054398999,0.0347952,10000000000.0,2.0,3.0,4.780434491432291e-05
43.6259935,26.9401356,0.060812999,0.0350068,10000000000.0,1.0,3.0,4.780434491432291e-05
43.4691104,26.802445,0.082048997,0.0357076,10000000000.0,1.0,3.0,4.780434491432291e-05
43.6499665,26.875818100000004,0.038856,0.0342821999999999,2000000000.0,0.4,3.0,6.0603813519280345e-05
43.52686679999999,26.832312400000003,0.0979060009999999,0.0362309,30000000000.0,3.0,4.0,4.080156200022499e-05
44.001255,26.9454792,0.061937001,0.0350439,20000000000.0,2.0,4.0,4.322172736416762e-05
43.956596000000005,27.0222927,0.083705999,0.0357623,20000000000.0,2.0,4.0,4.322172736416762e-05
44.0336917,26.8579411,0.086850002,0.0358661,30000000000.0,2.0,4.0,4.080156200022499e-05
44.0555849,27.0155255,0.09584,0.0361626999999999,30000000000.0,2.0,4.0,4.080156200022499e-05
44.005199600000005,26.940291700000003,0.098699003,0.0362570999999999,20000000000.0,2.0,4.0,4.322172736416762e-05
43.9532316,26.930396,0.067447998,0.0352258,10000000000.0,1.0,3.0,4.780434491432291e-05
43.9858519,26.9820027,0.073528998,0.0354265,10000000000.0,1.0,3.0,4.780434491432291e-05
44.075511,26.9600238,0.056132,0.0348524,5000000000.0,0.7,3.0,5.3012305173910116e-05
43.8406445,26.986086,0.079010002,0.0356073,20000000000.0,2.0,4.0,4.322172736416762e-05
44.1030027,26.9951374,0.087673001,0.0358931999999999,8000000000.0,0.7,3.0,4.941015314465005e-05
43.8698134,27.0542787,0.058044001,0.0349154999999999,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.3520696,27.085078000000003,0.0734670009999999,0.0354244,10000000000.0,1.0,3.0,4.780434491432291e-05
44.1789544,27.0899913,0.063290998,0.0350886,6000000000.0,0.7,3.0,5.157963282666464e-05
44.340435600000006,26.93819,0.080108002,0.0356436,6000000000.0,0.6,3.0,5.157963282666464e-05
44.4102375,26.9442771,0.090227,0.0359774999999999,5000000000.0,0.4,3.0,5.3012305173910116e-05
44.1703501,27.0549585,0.060686,0.0350026,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.1802245,26.951999,0.083479002,0.0357548,7000000000.0,0.6,3.0,5.040315499127116e-05
44.3002032,26.7977842,0.081979997,0.0357053,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.604612200000005,26.8422838,0.091879003,0.036032,10000000000.0,0.8,3.0,4.780434491432291e-05
44.4836014,26.9859368,0.046888001,0.0345473,3000000000.0,0.4,3.0,5.7228581392301396e-05
44.7145649,26.9336187,0.096782997,0.0361938,20000000000.0,2.0,4.0,4.322172736416762e-05
44.5947493,26.9932165,0.088133998,0.0359084,6000000000.0,0.5,3.0,5.157963282666464e-05
44.6177506,26.908082,0.082436003,0.0357204,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.5294091,26.986201,0.086539999,0.0358558,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.6409787,27.083767100000003,0.082745999,0.0357306,4000000000.0,0.3,3.0,5.482280119476374e-05
44.7064971,27.321701300000004,0.0572159999999999,0.0348881,5000000000.0,0.6,3.0,5.3012305173910116e-05
44.69130870000001,27.1096239,0.086833999,0.0358654999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
44.7785823,27.1955159,0.039533,0.0343046,2000000000.0,0.4,3.0,6.0603813519280345e-05
44.4878106,27.3776206,0.054303002,0.034792,3000000000.0,0.4,3.0,5.7228581392301396e-05
44.6859842,27.3979201,0.096637003,0.036189,8000000000.0,0.7,3.0,4.941015314465005e-05
44.5286297,27.1152148,0.0611059999999999,0.0350165,1000000000.0,0.1,2.0,6.440014579178909e-05
44.2006328,27.331113800000004,0.067662999,0.0352329,10000000000.0,2.0,3.0,4.780434491432291e-05
44.3083247,27.2362217,0.093065001,0.0360711,20000000000.0,2.0,4.0,4.322172736416762e-05
44.1670919,27.3323172,0.052710999,0.0347395,2000000000.0,0.3,3.0,6.0603813519280345e-05
44.444025200000006,27.3552018,0.072120003,0.03538,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.128505,27.366225300000004,0.0507920009999999,0.0346760999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
44.246577,27.4031817,0.0877740009999999,0.0358965,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.085125,27.3201304,0.0455170009999999,0.0345020999999999,6000000000.0,0.9,3.0,5.157963282666464e-05
43.8662398,27.3947789,0.092887998,0.0360653,20000000000.0,2.0,4.0,4.322172736416762e-05
43.8599282,27.2084969,0.0941160019999999,0.0361058,9000000000.0,0.8,3.0,4.855426858587597e-05
44.0173393,27.1588126,0.067068003,0.0352131999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
43.8531346,27.1493048,0.063952997,0.0351104,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.045508700000006,27.3218714,0.040676001,0.0343423,500000000.0,0.09,2.0,6.250221106380007e-05
43.569381400000005,27.140376,0.069962002,0.0353087,8000000000.0,0.9,3.0,4.941015314465005e-05
43.6970083,27.124348200000004,0.081505999,0.0356897,7000000000.0,0.7,3.0,5.040315499127116e-05
43.659748,27.4157555,0.097686999,0.0362237,9000000000.0,0.8,3.0,4.855426858587597e-05
43.3624771,27.528087,0.084298998,0.0357819,20000000000.0,2.0,4.0,4.322172736416762e-05
43.7462376,27.5385747,0.048767,0.0346093,6000000000.0,0.8,3.0,5.157963282666464e-05
43.6481509,27.5630054,0.045706,0.0345083,5000000000.0,0.8,3.0,5.3012305173910116e-05
43.5133677,27.6338332,0.021736,0.0337173,2000000000.0,0.5,3.0,6.0603813519280345e-05
43.6241307,27.598383,0.080091,0.035643,5000000000.0,0.5,3.0,5.3012305173910116e-05
43.5865854,27.5443302,0.098575003,0.036253,6000000000.0,0.5,3.0,5.157963282666464e-05
43.47497979999999,27.4190891,0.081455998,0.035688,2000000000.0,0.2,3.0,6.0603813519280345e-05
43.974374100000006,27.698961800000003,0.084515996,0.035789,30000000000.0,3.0,4.0,4.080156200022499e-05
44.110741100000006,27.5526307,0.097249001,0.0362092,30000000000.0,3.0,4.0,4.080156200022499e-05
43.9951969,27.4808848,0.086392,0.0358509,20000000000.0,2.0,4.0,4.322172736416762e-05
44.10082070000001,27.647406,0.0549260009999999,0.0348126,6000000000.0,0.7,3.0,5.157963282666464e-05
44.1102381,27.4679248,0.093468003,0.0360844,10000000000.0,1.0,3.0,4.780434491432291e-05
44.113592700000005,27.6737299,0.065704003,0.0351682,5000000000.0,0.5,3.0,5.3012305173910116e-05
44.0849201,27.6614766,0.089332998,0.035948,4000000000.0,0.4,3.0,5.482280119476374e-05
43.9220205,27.5654564,0.053043999,0.0347505,4000000000.0,0.6,3.0,5.482280119476374e-05
43.9851674,27.4873549,0.017161001,0.0335663,200000000.0,0.06,2.0,5.631695484943611e-05
43.8675324,27.4188267,0.060306001,0.0349901,1000000000.0,0.2,2.0,6.440014579178909e-05
43.9539394,27.4770326,0.091426,0.0360170999999999,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.1936979,27.530640100000003,0.071107,0.0353464999999999,20000000000.0,2.0,4.0,4.322172736416762e-05
44.4093951,27.569161800000003,0.064418003,0.0351258,7000000000.0,0.8,3.0,5.040315499127116e-05
44.228996,27.5225759,0.060665,0.0350019,4000000000.0,0.5,3.0,5.482280119476374e-05
44.2877814,27.60961,0.0710809979999999,0.0353457,6000000000.0,0.6,3.0,5.157963282666464e-05
44.347905700000005,27.4221269,0.077661999,0.0355628,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.4124495,27.6073145,0.084853999,0.0358002,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.5889167,27.6109873,0.066664003,0.0351999,8000000000.0,0.9,3.0,4.941015314465005e-05
44.6867768,27.4527875,0.034641001,0.0341432,3000000000.0,0.7,3.0,5.7228581392301396e-05
44.7670673,27.489752000000003,0.076485001,0.035524,4000000000.0,0.4,3.0,5.482280119476374e-05
44.5227679,27.5776044,0.092646003,0.0360573,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.6468904,27.8804748,0.099468,0.0362824,20000000000.0,1.0,4.0,4.322172736416762e-05
44.7075131,27.755936100000003,0.096598998,0.0361878,10000000000.0,0.9,3.0,4.780434491432291e-05
44.5537891,27.7996462,0.048393,0.034597,1000000000.0,0.2,2.0,6.440014579178909e-05
44.6341458,27.7371626,0.0949890019999999,0.0361346,5000000000.0,0.4,3.0,5.3012305173910116e-05
44.6684893,27.9296442,0.014145,0.0334668,100000000.0,0.04,1.0,5.155795881974278e-05
44.2442169,27.9714786,0.098774999,0.0362596,7000000000.0,0.6,3.0,5.040315499127116e-05
44.1327086,27.818242600000005,0.087459996,0.0358862,4000000000.0,0.3,3.0,5.482280119476374e-05
43.7936023,27.9825838,0.060279001,0.0349892,10000000000.0,1.0,3.0,4.780434491432291e-05
44.0268998,27.7441458,0.096658997,0.0361897,10000000000.0,1.0,3.0,4.780434491432291e-05
44.1120127,27.9234265,0.065039001,0.0351463,4000000000.0,0.5,3.0,5.482280119476374e-05
43.7367551,27.9372714,0.086886004,0.0358671999999999,50000000000.0,4.0,4.0,3.79960037946725e-05
43.5783664,27.835968800000003,0.046337999,0.0345291999999999,2000000000.0,0.4,3.0,6.0603813519280345e-05
43.5214106,27.9430016,0.092390999,0.0360489,10000000000.0,1.0,3.0,4.780434491432291e-05
43.48105820000001,27.8742643,0.053373002,0.0347613,5000000000.0,0.6,3.0,5.3012305173910116e-05
43.7419797,27.9198055,0.0492100009999999,0.0346239,3000000000.0,0.5,3.0,5.7228581392301396e-05
43.36387979999999,27.9545463,0.048567001,0.0346027,2000000000.0,0.3,3.0,6.0603813519280345e-05
43.88736970000001,31.0998966,0.085666999,0.035827,10000000000.0,0.9,3.0,4.780434491432291e-05
43.7769684,31.0525262,0.0482980009999999,0.0345938,1000000000.0,0.1,2.0,6.440014579178909e-05
43.4277243,31.4319942,0.042924002,0.0344165,10000000000.0,1.0,3.0,4.780434491432291e-05
44.8595036,31.434951300000005,0.057822,0.0349081,10000000000.0,1.0,3.0,4.780434491432291e-05
44.2632259,31.6822256,0.043364,0.034431,2000000000.0,0.3,3.0,6.0603813519280345e-05
43.640398700000006,32.295365600000004,0.052200999,0.0347226,2000000000.0,0.2,3.0,6.0603813519280345e-05
43.7074313,32.4114603,0.0907709969999999,0.0359954,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.976017600000006,31.2935059,0.083631001,0.0357598,20000000000.0,2.0,4.0,4.322172736416762e-05
44.7896817,31.1233764,0.042293001,0.0343957,4000000000.0,0.6,3.0,5.482280119476374e-05
44.73285070000001,31.3019229,0.070459999,0.0353251999999999,9000000000.0,0.9,3.0,4.855426858587597e-05
44.853775,31.2360374,0.059659,0.0349687,5000000000.0,0.6,3.0,5.3012305173910116e-05
44.7168711,31.0592235,0.083532996,0.0357566,9000000000.0,0.9,3.0,4.855426858587597e-05
44.8904214,31.2613571,0.031096,0.0340261999999999,1000000000.0,0.3,2.0,6.440014579178909e-05
44.7827575,31.048405100000004,0.091081999,0.0360056999999999,40000000000.0,3.0,4.0,3.9189834982676744e-05
44.9000357,31.3260787,0.036725,0.0342119,1000000000.0,0.2,2.0,6.440014579178909e-05
44.8227161,31.3319789,0.083807997,0.0357657,4000000000.0,0.4,3.0,5.482280119476374e-05
44.8931251,31.2036348,0.092404,0.0360493,4000000000.0,0.4,3.0,5.482280119476374e-05
44.6843365,31.2467099,0.061818998,0.0350399999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
44.29996,31.1771289,0.066564001,0.0351966,10000000000.0,1.0,3.0,4.780434491432291e-05
44.6400665,31.2096804,0.088921003,0.0359344,20000000000.0,1.0,4.0,4.322172736416762e-05
44.6245563,31.1058239,0.068623997,0.0352645999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
44.5667138,31.256326,0.046898,0.0345476,2000000000.0,0.3,3.0,6.0603813519280345e-05
44.4328934,31.271297,0.038566999,0.0342726999999999,1000000000.0,0.2,2.0,6.440014579178909e-05
44.0064489,31.274383,0.081684999,0.0356955999999999,4000000000.0,0.4,3.0,5.482280119476374e-05
43.7185061,31.1917317,0.052978002,0.0347483,7000000000.0,0.9,3.0,5.040315499127116e-05
43.5961526,31.3016939,0.064459004,0.0351270999999999,2000000000.0,0.3,3.0,6.0603813519280345e-05
43.2927048,31.0743109,0.068452999,0.0352589,10000000000.0,2.0,3.0,4.780434491432291e-05
43.3638037,31.3108599,0.089028001,0.0359379,5000000000.0,0.4,3.0,5.3012305173910116e-05
43.4623515,31.0771005,0.084118001,0.0357759,5000000000.0,0.4,3.0,5.3012305173910116e-05
43.545647,31.535419300000004,0.067798004,0.0352373,10000000000.0,1.0,3.0,4.780434491432291e-05
43.3311808,31.492886,0.074960001,0.0354737,10000000000.0,1.0,3.0,4.780434491432291e-05
43.3574855,31.392080100000005,0.073706999,0.0354323,5000000000.0,0.5,3.0,5.3012305173910116e-05
43.550841,31.4376293,0.0875929969999999,0.0358906,10000000000.0,1.0,3.0,4.780434491432291e-05
43.24299570000001,31.4081743,0.094910003,0.036132,20000000000.0,2.0,4.0,4.322172736416762e-05
43.6840923,31.615717600000004,0.055456001,0.03483,10000000000.0,1.0,3.0,4.780434491432291e-05
43.7041539,31.5827042,0.093934,0.0360998,30000000000.0,2.0,4.0,4.080156200022499e-05
43.8509958,31.5792538,0.0990580019999999,0.0362689,20000000000.0,2.0,4.0,4.322172736416762e-05
43.8797158,31.4707097,0.0996929999999999,0.0362899,10000000000.0,1.0,3.0,4.780434491432291e-05
43.78977929999999,31.3946937,0.059075002,0.0349495,7000000000.0,0.9,3.0,5.040315499127116e-05
43.7471445,31.600486100000005,0.092656001,0.0360575999999999,10000000000.0,0.9,3.0,4.780434491432291e-05
43.7899102,31.5350127,0.0465370009999999,0.0345356999999999,2000000000.0,0.2,3.0,6.0603813519280345e-05
43.9810139,31.486052,0.043044999,0.0344205,4000000000.0,0.6,3.0,5.482280119476374e-05
44.2644468,31.4234587,0.091844998,0.0360309,20000000000.0,2.0,4.0,4.322172736416762e-05
44.0724069,31.6234912,0.065177001,0.0351508,10000000000.0,1.0,3.0,4.780434491432291e-05
44.2969825,31.6184277,0.064130999,0.0351163,6000000000.0,0.7,3.0,5.157963282666464e-05
44.2393953,31.618058,0.091362998,0.036015,10000000000.0,0.9,3.0,4.780434491432291e-05
44.1141178,31.4135847,0.066932,0.0352088,4000000000.0,0.4,3.0,5.482280119476374e-05
44.1738005,31.34705,0.0994440019999999,0.0362816999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
44.36634,31.6284279,0.053513002,0.0347659,10000000000.0,1.0,3.0,4.780434491432291e-05
44.3469933,31.498692,0.034056999,0.0341239,10000000000.0,1.0,3.0,4.780434491432291e-05
44.3204844,31.4066268,0.090145998,0.0359748,20000000000.0,2.0,4.0,4.322172736416762e-05
44.65266629999999,31.4249804,0.043540999,0.0344369,3000000000.0,0.5,3.0,5.7228581392301396e-05
44.6229871,31.390433,0.089951001,0.0359684,8000000000.0,0.8,3.0,4.941015314465005e-05
44.3867634,31.4264637,0.09482,0.0361291,11000000000.0,0.9,4.0,4.7138529185448596e-05
44.46364620000001,31.6332521,0.045522999,0.0345023,2000000000.0,0.4,3.0,6.0603813519280345e-05
44.4298744,31.4154373,0.097459003,0.0362161,4000000000.0,0.4,3.0,5.482280119476374e-05
44.616271000000005,31.5988635,0.052397002,0.0347291,1000000000.0,0.1,2.0,6.440014579178909e-05
44.4517533,31.367958,0.0490010009999999,0.034617,1000000000.0,0.1,2.0,6.440014579178909e-05
44.8344339,31.468657500000003,0.044667002,0.034474,10000000000.0,1.0,3.0,4.780434491432291e-05
44.7788268,31.6418388,0.083747,0.0357636999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
44.7093652,31.3941793,0.083966002,0.0357709,9000000000.0,0.8,3.0,4.855426858587597e-05
44.9875585,31.3479529,0.079121001,0.035611,7000000000.0,0.7,3.0,5.040315499127116e-05
44.67053920000001,31.354737100000005,0.091876999,0.0360319,20000000000.0,2.0,4.0,4.322172736416762e-05
44.9379331,31.530680100000005,0.083205,0.0357458,8000000000.0,0.7,3.0,4.941015314465005e-05
44.7462763,31.4107728,0.095298998,0.0361449,4000000000.0,0.3,3.0,5.482280119476374e-05
44.885318100000006,31.6231595,0.080564,0.0356586,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.9878435,31.8124365,0.057920001,0.0349114,4000000000.0,0.5,3.0,5.482280119476374e-05
44.7330592,31.7630015,0.084045999,0.0357735,20000000000.0,2.0,4.0,4.322172736416762e-05
44.9194783,31.647706300000003,0.0491890009999999,0.0346232,2000000000.0,0.2,3.0,6.0603813519280345e-05
44.992902,31.756149600000004,0.044376001,0.0344644,1000000000.0,0.2,2.0,6.440014579178909e-05
44.962469,31.850925399999998,0.022515001,0.033743,200000000.0,0.06,2.0,5.631695484943611e-05
44.5270736,31.6613478,0.070527002,0.0353274,7000000000.0,0.8,3.0,5.040315499127116e-05
44.5276912,31.6559603,0.082970001,0.035738,7000000000.0,0.7,3.0,5.040315499127116e-05
44.487432,31.7943057,0.0979269969999999,0.0362315999999999,6000000000.0,0.5,3.0,5.157963282666464e-05
44.2419218,31.7862756,0.030501001,0.0340065,2000000000.0,0.4,3.0,6.0603813519280345e-05
44.2342782,31.9310054,0.081579,0.0356921,7000000000.0,0.7,3.0,5.040315499127116e-05
44.1508746,31.7619115,0.0525510009999999,0.0347342,1000000000.0,0.1,2.0,6.440014579178909e-05
43.6432639,31.6726704,0.0592270009999999,0.0349545,20000000000.0,2.0,4.0,4.322172736416762e-05
43.8585989,31.7259273,0.099212997,0.036274,20000000000.0,1.0,4.0,4.322172736416762e-05
43.7830011,31.958372,0.055838998,0.0348427,4000000000.0,0.5,3.0,5.482280119476374e-05
43.9221703,31.8695913,0.095852003,0.0361631,10000000000.0,1.0,3.0,4.780434491432291e-05
43.882287,31.7044182,0.073752001,0.0354338,4000000000.0,0.4,3.0,5.482280119476374e-05
43.8823904,31.7134333,0.0685160009999999,0.035261,3000000000.0,0.3,3.0,5.7228581392301396e-05
43.7330726,31.7178097,0.076075003,0.0355105,2000000000.0,0.2,3.0,6.0603813519280345e-05
43.6466656,31.6566567,0.092274003,0.036045,2000000000.0,0.2,3.0,6.0603813519280345e-05
43.4178022,31.7765649,0.0387739989999999,0.0342795,3000000000.0,0.5,3.0,5.7228581392301396e-05
43.2864985,31.7643544,0.076286003,0.0355174,7000000000.0,0.7,3.0,5.040315499127116e-05
43.5011918,31.7629533,0.075113997,0.0354788,5000000000.0,0.5,3.0,5.3012305173910116e-05
43.5055083,32.0960034,0.0930719969999999,0.0360713999999999,30000000000.0,2.0,4.0,4.080156200022499e-05
43.48138370000001,32.1397156,0.0318979989999999,0.0340526,2000000000.0,0.4,3.0,6.0603813519280345e-05
43.461375700000005,32.1856592,0.096192002,0.0361743,10000000000.0,1.0,3.0,4.780434491432291e-05
43.4623259,32.193427,0.0530930009999999,0.0347520999999999,3000000000.0,0.4,3.0,5.7228581392301396e-05
43.8293139,32.068198100000004,0.0252009999999999,0.0338315999999999,2000000000.0,0.6,3.0,6.0603813519280345e-05
43.796527000000005,32.2453792,0.059349999,0.0349584999999999,10000000000.0,1.0,3.0,4.780434491432291e-05
43.9002799,32.1162062,0.048555002,0.0346023,5000000000.0,0.7,3.0,5.3012305173910116e-05
43.8783443,32.225456699999995,0.051041,0.0346844,5000000000.0,0.7,3.0,5.3012305173910116e-05
43.7182948,32.0925223,0.052735001,0.0347403,4000000000.0,0.5,3.0,5.482280119476374e-05
43.6300368,32.0401875,0.0858569959999999,0.0358333,7000000000.0,0.6,3.0,5.040315499127116e-05
43.8478279,32.154827600000004,0.097282998,0.0362103,7000000000.0,0.6,3.0,5.040315499127116e-05
43.582772,32.0872839,0.063000999,0.035079,2000000000.0,0.3,3.0,6.0603813519280345e-05
43.814416,32.1435824,0.096554004,0.0361863,2000000000.0,0.2,3.0,6.0603813519280345e-05
43.6801339,32.2021626,0.032935001,0.0340869,300000000.0,0.06,2.0,5.9155912001567235e-05
44.0314411,32.1090136,0.094529003,0.0361195,30000000000.0,2.0,4.0,4.080156200022499e-05
44.0078826,31.973374100000004,0.072893001,0.0354055,9000000000.0,0.9,3.0,4.855426858587597e-05
43.98622039999999,32.1030312,0.0880059969999999,0.0359042,9000000000.0,0.8,3.0,4.855426858587597e-05
44.1869122,32.2451344,0.051594999,0.0347026,1000000000.0,0.2,2.0,6.440014579178909e-05
44.020952,32.0470619,0.088849001,0.035932,3000000000.0,0.3,3.0,5.7228581392301396e-05
44.0195944,32.1118391,0.0611350009999999,0.0350175,1000000000.0,0.1,2.0,6.440014579178909e-05
44.0431055,32.1420853,0.014824,0.0334892,100000000.0,0.04,1.0,5.155795881974278e-05
44.3062304,32.2632893,0.099140003,0.0362716,20000000000.0,1.0,4.0,4.322172736416762e-05
